Number,Start_Mon,Close_Mon,Start_Tue,Close_Tue,Start_Wed,Close_Wed,Start_Thu,Close_Thu,Start_Fri,Close_Fri,Start_Sat,Close_Sat,Start_Sun,Close_Sun,IsOpenHoliday,Lunch_Week
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz,,,,,,,,,,,,,,,오전9시~12시30분까지,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ2MiQyNjEwMDIjODEjJDEjJDIjJDgz,840,700,840,700,840,700,840,700,840,700,840,300,,,"8시40분부터 1시까지 진료, 1시이후 휴진",12시30분부터 1시30분까지
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5MiQyNjEwMDIjNDEjJDEjJDQjJDgz,800,1730,800,1730,800,1730,800,1730,800,1730,800,1400,,,휴진,13:00 ~ 14:10
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjODEjJDEjJDIjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,,12시30분 ~ 13시30분
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjNjEjJDEjJDgjJDgz,900,1730,900,1730,900,1730,900,1730,900,1730,,,,,전부휴진,12시30분~13시30분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ5MiQzNjEwMDIjNTEjJDEjJDIjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200,,,전부 휴진,13시~14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNjEjJDEjJDAjJDgz,,,,,,,,,,,,,,,휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,,,,,,,,,,,,,,,전부 휴진,13시00분~ 14시30분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1600,,,오전12시 이후,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNjEjJDEjJDQjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300,,,전부휴진,13시~14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,,,,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4OSQzNjEyMjIjNTEjJDEjJDIjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500,,,전부휴진,12시30분--14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600,,,전부휴진,12시30분부터 2시까지
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,,,휴진,12시30분~13시30분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz,900,1800,900,1800,900,1230,900,1800,900,1800,900,1300,,,전부휴진,12;30 ~ 14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,휴무,13시-14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQwMyQyNjE4MzIjNTEjJDEjJDYjJDgz,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,,,,,,,,,,,,,,,휴진,12시00분-14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ2MiQyNjEyMjIjNjEjJDEjJDQjJDgz,945,1800,945,1800,945,1800,945,1800,945,1800,,,,,전부휴진,1시00분~2시30분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300,,,휴진,오후 1시 - 2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,,,,12시30분 ~ 오후2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400,,,전부휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ5MiQyNjE4MzIjNjEjJDEjJDQjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,"임시공휴일,대체휴일 오전근무,그외공휴일휴진",12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQwMyQzNjE4MzIjNjEjJDEjJDQjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300,,,휴진,13:00-14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5MiQzNjEyMjIjODEjJDEjJDIjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800,900,1300,,12시30분~13시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,850,1830,850,1830,850,1830,850,1830,850,1830,850,1300,,,전부휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330,,,,12:45~14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4MiQyNjE0ODEjNjEjJDEjJDAjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500,,,오후 1시 이후,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEwMDIjNjEjJDEjJDQjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300,,,휴진,오후12시30분~2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1800,,,전부휴진,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,900,1830,900,1830,1430,1830,900,1830,900,1830,900,1300,,,휴진,13시00분~14시30분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3OSQyNjE0ODEjODEjJDEjJDYjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300,,,휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,,,,,,,,,,,,,,,전부 휴진,오후 12시30~ 오후2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNjEjJDEjJDgjJDgz,930,1800,930,1800,930,1800,1400,1800,930,1800,930,1230,,,전부 휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5OSQyNjE0ODEjNTEjJDEjJDIjJDgz,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300,,,전부 휴진,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjODEjJDEjJDYjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500,,,전부휴진,13시00분 - 14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz,800,1630,800,1630,800,1630,800,1630,800,1630,800,1200,,,휴진,12:30~13:30
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,,1800,,1800,,1800,,1800,,1800,,1200,,,휴진,12시30분~2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,800,1600,800,1600,800,1600,800,1600,800,1600,800,1300,900,1100,오후12시이후,오후1시~오후2시
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEwMDIjNTEjJDEjJDIjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,휴무,13:00~14:00
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjODEjJDEjJDYjJDgz,930,2100,930,2100,930,2100,930,2100,930,2100,930,1700,930,1700,오후 5시이후,13시00분~14시00분
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz,900,1700,900,1700,900,1700,900,1700,900,1700,900,1300,,,당직진료,12:30~13:30
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,900,1800,900,1700,900,1700,900,1700,900,1700,900,1300,,,전부휴진,12시30분 ~ 1시30분
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDAjJDgz,900,1730,900,1730,900,1730,900,1730,900,1730,900,1400,,,전부휴진,12:30~13:30
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,,,오후1시까지 진료,13시00분-14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNjEjJDEjJDQjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,전부휴진,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,전부휴진,12시40분 ~ 14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,930,1900,930,1900,930,1900,930,1900,930,2030,930,1400,,,전부 휴진,12:30~2:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNjEjJDEjJDQjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700,900,1300,병원 문의,13:00 ~ 14:00 (점심시간 진료가능)
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330,,,오전09:00~오후01:00,12:50~13:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNTEjJDEjJDYjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,휴진,13시-14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,930,1800,930,1800,930,1300,930,1800,930,1800,930,1300,,,공휴일 예약수술 시행,오후1시부터~오후2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,,,휴무,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ2MiQzNjEyMjIjNDEjJDEjJDQjJDgz,930,1800,930,1800,930,1800,930,1800,930,1900,930,1400,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ3OSQzNjE0ODEjNjEjJDEjJDAjJDgz,930,1900,930,1900,930,1900,930,1900,930,1900,900,1800,,,,오후1시~오후2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,,,전부휴진,13:00~14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5OSQyNjE0ODEjNDEjJDEjJDQjJDgz,900,1740,900,1740,900,1740,900,1740,900,1740,900,1230,,,휴진,12;45~14;00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,09시 00분~13시,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,,,,,,,,,,,,,,,12:00~16:00 운영,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjEyMjIjNTEjJDEjJDIjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,,,09시00분 ~ 15시00분,13시00분 ~ 14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz,930,1830,930,1830,930,1830,1400,1830,930,1830,930,1300,,,전부휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,휴진,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz,,,,,,,,,,,,,,,09:00 ~ 13:00,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300,,,휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,,,오후 1시 이후,13시 00분 ~ 14시 00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,,12시20분-2시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,,,,,,,,,,,,,,,휴진,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNDEjJDEjJDQjJDgz,1000,2000,1330,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,진료시간 10:00~20:00까지 진료,12시00분~13시30분 (저녁시간 17시30분~18시00분)
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,930,1830,930,1830,930,1830,930,1830,930,1830,930,1630,,,전부 휴진,12:30~13:30
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,930,1740,930,1740,930,1740,930,1740,930,1740,930,1300,,,휴진,12시 30분-14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,930,1830,930,1830,930,1830,930,1830,930,1830,930,1600,,,,오후 1시-오후 2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400,,,,1-2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5MiQyNjE4MzIjNzEjJDEjJDgjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,,,,,휴진,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz,,,,,,,,,,,,,,,휴진,12시30~2시
